record	instance	pairs	proven_pairs	status
R323	sf_local198	1	0	ELAB_FAIL
R323	sf_local198	1	0	ELAB_FAIL
R323	sf_local198	1	0	ELAB_FAIL
R323	sf_local198	1	0	ELAB_FAIL
R323	sf_local198	1	0	ELAB_FAIL
R324	sf_local201	1	0	ELAB_FAIL
R324	sf_local201	1	0	ELAB_FAIL
R324	sf_local201	1	0	ELAB_FAIL
R324	sf_local201	1	0	ELAB_FAIL
R324	sf_local201	1	0	ELAB_FAIL
R324	sf_local201	1	0	ELAB_FAIL
R325	sf_local202	1	0	ELAB_FAIL
R325	sf_local202	1	0	ELAB_FAIL
R325	sf_local202	1	0	ELAB_FAIL
R325	sf_local202	1	0	ELAB_FAIL
R325	sf_local202	1	0	ELAB_FAIL
R325	sf_local202	1	0	ELAB_FAIL
R326	sf_local212	1	0	ELAB_FAIL
R326	sf_local212	1	0	ELAB_FAIL
R326	sf_local212	1	0	ELAB_FAIL
R326	sf_local212	1	0	ELAB_FAIL
R326	sf_local212	1	0	ELAB_FAIL
R326	sf_local212	1	0	ELAB_FAIL
R328	sf_local220	1	0	ELAB_FAIL
R328	sf_local220	1	0	ELAB_FAIL
R328	sf_local220	1	0	ELAB_FAIL
R328	sf_local220	1	0	ELAB_FAIL
R328	sf_local220	1	0	ELAB_FAIL
R328	sf_local220	1	0	ELAB_FAIL
R329	sf_local221	1	0	ELAB_FAIL
R329	sf_local221	1	0	ELAB_FAIL
R329	sf_local221	1	0	ELAB_FAIL
R329	sf_local221	1	1	ELAB_FAIL
R329	sf_local221	1	1	ELAB_FAIL
R329	sf_local221	1	1	PROOF_FAIL
R331	sf_local229	1	0	ELAB_FAIL
R331	sf_local229	1	0	ELAB_FAIL
R331	sf_local229	1	0	ELAB_FAIL
R331	sf_local229	1	0	ELAB_FAIL
R331	sf_local229	1	0	ELAB_FAIL
R331	sf_local229	1	0	ELAB_FAIL
R332	sf_local230	1	0	ELAB_FAIL
R332	sf_local230	1	0	ELAB_FAIL
R332	sf_local230	1	0	ELAB_FAIL
R332	sf_local230	1	0	ELAB_FAIL
R332	sf_local230	1	0	ELAB_FAIL
R332	sf_local230	1	0	ELAB_FAIL
R336	sf_local262	1	0	ELAB_FAIL
R336	sf_local262	1	0	ELAB_FAIL
R336	sf_local262	1	0	ELAB_FAIL
R336	sf_local262	1	0	ELAB_FAIL
R336	sf_local262	1	0	ELAB_FAIL
R336	sf_local262	1	0	ELAB_FAIL
R339	sf_local274	1	0	ELAB_FAIL
R341	sf_local284	1	0	ELAB_FAIL
R341	sf_local284	1	0	ELAB_FAIL
R341	sf_local284	1	0	ELAB_FAIL
R341	sf_local284	1	0	ELAB_FAIL
R341	sf_local284	1	0	ELAB_FAIL
R341	sf_local284	1	0	ELAB_FAIL
R344	sf_local301	1	0	ELAB_FAIL
R344	sf_local301	1	0	ELAB_FAIL
R344	sf_local301	1	0	ELAB_FAIL
R344	sf_local301	1	0	ELAB_FAIL
R344	sf_local301	1	0	ELAB_FAIL
R344	sf_local301	1	0	ELAB_FAIL
R345	sf_local302	1	0	ELAB_FAIL
R345	sf_local302	1	0	ELAB_FAIL
R345	sf_local302	1	0	ELAB_FAIL
R345	sf_local302	1	0	ELAB_FAIL
R345	sf_local302	1	0	ELAB_FAIL
R345	sf_local302	1	0	TIMEOUT
R346	sf_local310	1	0	ELAB_FAIL
R346	sf_local310	1	0	ELAB_FAIL
R346	sf_local310	1	0	ELAB_FAIL
R346	sf_local310	1	0	ELAB_FAIL
R346	sf_local310	1	0	ELAB_FAIL
R346	sf_local310	1	0	ELAB_FAIL
R349	sf_local356	1	0	ELAB_FAIL
R349	sf_local356	1	0	ELAB_FAIL
R349	sf_local356	1	0	ELAB_FAIL
R350	sf_local358	1	0	ELAB_FAIL
R350	sf_local358	1	0	ELAB_FAIL
R350	sf_local358	1	0	ELAB_FAIL
